file,accuracy,precision_macro,recall_macro,f1_macro
zeroshot_7_ner_results.csv,0.8101195219123506,0.20016712757660843,0.20799863353047712,0.20251204007447773
zeroshot_0.5_ner_results.csv,0.5177689243027889,0.14197386904269585,0.14086792332425624,0.11349876016678688
oneshot_1.5_ner_results.csv,0.8330278884462151,0.15661222162316432,0.15513882533600357,0.15507992942537968
oneshot_7_ner_results.csv,0.8081673306772909,0.20176386565852192,0.20599991229470366,0.20339393576378603
oneshot_0.5_ner_results.csv,0.7799601593625498,0.14800219108254112,0.14729211315394825,0.14525853617768145
zeroshot_1.5_ner_results.csv,0.8638247011952191,0.20709363011276988,0.14416368236721494,0.14313325730597906
