file,accuracy,precision_weighted,recall_weighted,f1_weighted
zeroshot_7_ner_results.csv,0.8101195219123506,0.8159246335604685,0.8101195219123506,0.8128204901643107
zeroshot_0.5_ner_results.csv,0.5177689243027889,0.7975811388368534,0.5177689243027889,0.6227003778515543
oneshot_1.5_ner_results.csv,0.8330278884462151,0.7957690786015748,0.8330278884462151,0.8138744308171264
oneshot_7_ner_results.csv,0.8081673306772909,0.8121006525038423,0.8081673306772909,0.8100589882050786
oneshot_0.5_ner_results.csv,0.7799601593625498,0.7949880273004507,0.7799601593625498,0.7870661013853796
zeroshot_1.5_ner_results.csv,0.8638247011952191,0.8035576827785769,0.8638247011952191,0.8285745039310823
